appln_id,appln_auth,appln_kind,appln_filing_year,appln_nr_epodoc,ipr_type,receiving_office,earliest_filing_id,priority
516895864,JP,A ,2018,JP20180244580,PI,  ,494718175,0
516901104,DE,A ,2018,DE20181001041,PI,  ,516901104,1
516912375,WO,W ,2019,WO2019IB56105,PI,IB,499375094,0
517802075,US,A ,2019,US201916270326,PI,  ,905295040,0
517802079,US,A ,2019,US201916390722,PI,  ,511344318,0
517802083,US,A ,2018,US201815895187,PI,  ,517802083,1
517804948,US,A ,2017,US201716333967,PI,  ,492426794,0
516930104,CN,A ,2019,CN201910101181,PI,  ,516930104,1
516930532,CN,A ,2019,CN201910161482,PI,  ,516930532,1
516931326,CN,A ,2019,CN201910195292,PI,  ,516931326,1
517813826,US,A ,2019,US201916278031,PI,  ,905304055,0
517813834,US,A ,2019,US201916268795,PI,  ,905299841,0
516938916,CN,A ,2019,CN201910338232,PI,  ,516938916,1
516940378,CN,A ,2019,CN201910351272,PI,  ,516940378,1
517027226,FR,A ,2018,FR1873873,PI,  ,517027226,1
517840856,JP,A ,2018,JP20180209652,PI,  ,493936858,0
517842325,JP,A ,2017,JP20180556439,PI,  ,905117479,0
517847812,AU,A ,2018,AU20180214800,PI,  ,497816293,0
517852706,WO,W ,2018,WO2018CN75367,PI,CN,517852706,1
517854626,WO,W ,2018,WO2018CN110226,PI,CN,497040578,0
517856673,WO,W ,2019,WO2019US16805,PI,US,905299841,0
517094953,CN,A ,2018,CN201811581492,PI,  ,905287404,0
517983858,RU,A ,2016,RU20180103181,PI,  ,905030756,0
517983860,RU,A ,2016,RU20180103183,PI,  ,905030756,0
518048570,KR,A ,2018,KR20197018685,PI,  ,487092111,0
518110291,US,A ,2019,US201916281880,PI,  ,905290423,0
518111413,US,A ,2019,US201916263412,PI,  ,905090441,0
518111467,US,A ,2019,US201916403185,PI,  ,904901613,0
518117389,US,A ,2017,US201716333529,PI,  ,475223164,0
517099848,CN,A ,2019,CN201910302006,PI,  ,517099848,1
517100072,CN,A ,2019,CN201910307310,PI,  ,517100072,1
517102332,CN,A ,2019,CN201910342968,PI,  ,517102332,1
517103756,CN,A ,2019,CN201910359578,PI,  ,517103756,1
518119943,US,A ,2019,US201916398071,PI,  ,471088717,0
518119951,US,A ,2019,US201916398066,PI,  ,471088717,0
517124432,EP,A ,2019,EP20190188779,PI,  ,523796059,0
517131921,GB,A ,2019,GB20190006893,PI,  ,517131921,1
517132573,GB,A ,2019,GB20190007395,PI,  ,517132573,1
517132678,GB,A ,2019,GB20190007343,PI,  ,517132678,1
518122187,CA,A ,2018,CA20183040357,PI,  ,511344279,0
517132870,GB,A ,2019,GB20190007393,PI,  ,517132870,1
517132919,GB,A ,2019,GB20190007397,PI,  ,517132919,1
517132999,GB,A ,2019,GB20190007394,PI,  ,517132999,1
517133265,GB,A ,2019,GB20190007396,PI,  ,517133265,1
518136816,AU,A ,2019,AU20190210677,PI,  ,904947255,0
518145121,KR,A ,2017,KR20197019618,PI,  ,905152661,0
518194094,KR,A ,2018,KR20197018893,PI,  ,486423549,0
518194302,KR,A ,2017,KR20197019947,PI,  ,476575515,0
518194354,KR,A ,2017,KR20197020330,PI,  ,476575515,0
518194388,KR,A ,2017,KR20197020420,PI,  ,476575515,0
518215575,CN,A ,2018,CN201810150124,PI,  ,518215575,1
517165720,US,A ,2019,US201916382135,PI,  ,493188616,0
518245663,CN,A ,2018,CN201880006368,PI,  ,905193901,0
517167219,US,A ,2019,US201916256764,PI,  ,905294148,0
517169085,US,A ,2019,US201916243011,PI,  ,905285464,0
517169293,US,A ,2019,US201916376495,PI,  ,501141971,0
518369382,US,A ,2019,US201916412145,PI,  ,494735254,0
518369384,US,A ,2018,US201815908788,PI,  ,518369384,1
517169467,US,A ,2019,US201916382663,PI,  ,483375335,0
518373436,US,A ,2017,US201715663933,PI,  ,518373436,1
518378998,US,A ,2019,US201916405069,PI,  ,905157449,0
517170294,US,A ,2016,US201616318501,PI,  ,489185263,0
518379215,US,A ,2018,US201816342605,PI,  ,511344235,0
518383559,WO,W ,2019,WO2019US18981,PI,US,905290423,0
518424067,JP,A ,2017,JP20190502660,PI,  ,469739141,0
518424089,JP,A ,2017,JP20190502658,PI,  ,469739141,0
517174325,US,A ,2019,US201916259718,PI,  ,905292679,0
518451234,TW,A ,2017,TW20176140145,PI,  ,518451234,1
518458692,TW,A ,2018,TW20187128337,PI,  ,484185764,0
518529946,CN,A ,2019,CN201910509043,PI,  ,518529946,1
518571574,IL,A ,2019,IL20190266613,PI,  ,905152661,0
517179466,US,A ,2019,US201916264991,PI,  ,905287001,0
517179512,US,A ,2018,US201815885447,PI,  ,517179512,1
517179562,US,A ,2018,US201816339595,PI,  ,905271429,0
518589526,SG,A ,2018,SG20191106532P,PI,  ,482273833,0
517183719,WO,W ,2019,WO2019US15216,PI,US,905294148,0
517183977,WO,W ,2019,WO2019CN73518,PI,CN,517265615,0
517188745,WO,W ,2019,WO2019US12780,PI,US,905285464,0
518689290,TW,A ,2018,TW20187108998,PI,  ,518689290,1
518718178,KR,A ,2018,KR20197022496,PI,  ,482508850,0
518721112,US,A ,2019,US201916418839,PI,  ,904954829,0
517214019,JP,A ,2016,JP20190513733,PI,  ,486372282,0
517215054,WO,W ,2019,WO2019EP69313,PI,EP,526189064,0
518724395,US,A ,2019,US201916419431,PI,  ,905013219,0
518734961,SE,A ,2018,SE20180030037,PI,  ,518734961,1
517229470,EP,A ,2019,EP20190189553,PI,  ,902225662,0
518797951,JP,A ,2017,JP20180563812,PI,  ,905137613,0
518802696,DE,T ,2017,DE20171106701T,PI,  ,905157406,0
518803238,DE,A ,2018,DE201810113537,PI,  ,518689290,0
518808925,KR,A ,2017,KR20197015664,PI,  ,905157406,0
518939202,WO,W ,2018,WO2018CN77307,PI,CN,518939202,1
518944430,WO,W ,2018,WO2018IB56202,PI,IB,905376472,0
517261365,CN,A ,2017,CN201780063304,PI,  ,492676977,0
518945562,WO,W ,2019,WO2019US16293,PI,US,518369384,0
517265561,CN,A ,2018,CN201810079036,PI,  ,517265561,1
517265615,CN,A ,2018,CN201810078175,PI,  ,517265615,1
519016477,CN,A ,2019,CN201910519263,PI,  ,519016477,1
517273009,CN,A ,2019,CN201910313998,PI,  ,517273009,1
517274011,CN,A ,2019,CN201910324985,PI,  ,517274011,1
519029397,CN,A ,2018,CN201880006353,PI,  ,497559465,0
519069485,BR,A ,2018,BR20191108172,PI,  ,511344334,0
519069487,BR,A ,2018,BR20191108151,PI,  ,511344261,0
517276297,CN,A ,2019,CN201910346056,PI,  ,517276297,1
517279747,CN,A ,2019,CN201910374581,PI,  ,517279747,1
519070028,BR,A ,2018,BR20191108160,PI,  ,511344272,0
519070079,BR,A ,2018,BR20191108025,PI,  ,511344233,0
517360583,KR,A ,2019,KR20190038651,PI,  ,517360583,1
517370654,CL,A ,2019,CL20190000517,PI,  ,491766867,0
519097913,US,A ,2018,US201816122705,PI,  ,905289302,0
519103046,US,A ,2019,US201916394279,PI,  ,906482651,0
517399383,CN,A ,2019,CN201910098468,PI,  ,517179512,0
517402235,CN,A ,2019,CN201910310369,PI,  ,517402235,1
517408521,CN,A ,2019,CN201910406550,PI,  ,517408521,1
517456207,KR,A ,2018,KR20197018892,PI,  ,486426776,0
519105313,US,A ,2019,US201916298435,PI,  ,511158809,0
517457383,KR,A ,2018,KR20180172728,PI,  ,494718175,0
517459822,PL,T ,2016,PL20160701429T,PI,  ,905015846,0
519105553,US,A ,2019,US201916238301,PI,  ,902190764,0
519110442,AU,A ,2018,AU20180225736,PI,  ,482511756,0
517510786,US,A ,2019,US201916271534,PI,  ,905294758,0
519131343,DE,A ,2018,DE201810204447,PI,  ,519131343,1
519141562,JP,A ,2017,JP20190521195,PI,  ,469443519,0
519141730,JP,A ,2017,JP20190502214,PI,  ,469738727,0
519147630,JP,A ,2017,JP20180567732,PI,  ,905183396,0
519147846,JP,A ,2017,JP20190502206,PI,  ,469738727,0
517511997,US,A ,2018,US201816350582,PI,  ,905344977,0
517512005,US,A ,2019,US201916271659,PI,  ,905296638,0
519204312,CN,A ,2017,CN201910660756,PI,  ,493675008,0
517518630,US,A ,2019,US201916388746,PI,  ,905124379,0
517518800,US,A ,2019,US201916383985,PI,  ,905118307,0
519295351,CN,A ,2018,CN201810191582,PI,  ,519295351,1
519298767,CN,A ,2018,CN201880009594,PI,  ,905198636,0
519302599,CN,A ,2018,CN201880009874,PI,  ,497816293,0
517520385,US,A ,2017,US201715485047,PI,  ,517520385,1
519396103,CA,A ,2019,CA20193034711,PI,  ,511158809,0
519396500,CA,A ,2018,CA20183054363,PI,  ,482511756,0
519401482,US,A ,2018,US201816164397,PI,  ,413561048,0
519410882,US,A ,2018,US201816237038,PI,  ,905306577,0
519410886,US,A ,2018,US201815978053,PI,  ,518689290,0
519413183,US,A ,2018,US201815922756,PI,  ,519413183,1
517536473,WO,W ,2019,WO2019US15713,PI,US,905287680,0
519455558,CN,A ,2019,CN201910175869,PI,  ,511158809,0
519482187,CN,A ,2019,CN201910577895,PI,  ,519482187,1
519560223,JP,A ,2017,JP20180564268,PI,  ,480880826,0
519560312,JP,A ,2017,JP20180567907,PI,  ,469444082,0
519560387,JP,A ,2017,JP20190502654,PI,  ,469738707,0
519570981,KR,A ,2018,KR20197023331,PI,  ,905192516,0
519571541,KR,A ,2018,KR20197020746,PI,  ,482273833,0
519622404,TR,A ,2018,TR20180017812,PI,  ,519622404,1
517582305,CN,A ,2019,CN201910219145,PI,  ,517582305,1
519709169,US,A ,2019,US201916362558,PI,  ,905304050,0
519709275,US,A ,2017,US201716349503,PI,  ,482158279,0
519709315,US,A ,2019,US201916362560,PI,  ,905304050,0
517586387,CN,A ,2019,CN201910331926,PI,  ,517586387,1
519709363,US,A ,2019,US201916362554,PI,  ,905304050,0
517601285,CN,A ,2019,CN201910478874,PI,  ,517601285,1
517640810,RU,A ,2018,RU20180133842,PI,  ,517640810,1
517641848,KR,A ,2017,KR20197018096,PI,  ,482102287,0
517659151,FR,A ,2018,FR1873072,PI,  ,517659151,1
519713215,US,A ,2019,US201916439863,PI,  ,905017733,0
519718458,US,A ,2018,US201815933283,PI,  ,519718458,1
519718873,US,A ,2019,US201916419148,PI,  ,452242468,0
517660897,WO,W ,2019,WO2019FR51616,PI,FR,506425807,0
519721051,US,A ,2018,US201815935494,PI,  ,519721051,1
519728747,WO,W ,2018,WO2018CN79727,PI,CN,519728747,1
519729255,WO,W ,2019,WO2019CN77169,PI,CN,501894549,0
519731036,WO,W ,2019,WO2019CN94427,PI,CN,519731036,1
519756877,GB,A ,2019,GB20190011205,PI,  ,525341994,0
519768419,JP,A ,2018,JP20180108359,PI,  ,518689290,0
519786399,EP,A ,2019,EP20190772514,PI,  ,519731036,0
517801431,US,A ,2019,US201916273053,PI,  ,905304055,0
520016737,DE,A ,2018,DE201810108680,PI,  ,520016737,1
517801725,US,A ,2018,US201816208167,PI,  ,905264209,0
517801801,US,A ,2019,US201916391597,PI,  ,513267252,0
520024540,US,A ,2016,US201616466112,PI,  ,496044004,0
517805988,US,A ,2019,US201916390464,PI,  ,511344231,0
517806142,US,A ,2019,US201916275292,PI,  ,905292126,0
520039384,US,A ,2019,US201916378803,PI,  ,905010916,0
520039444,US,A ,2019,US201916447473,PI,  ,905647167,0
520042329,CL,A ,2019,CL20190001533,PI,  ,905152661,0
520046751,BR,A ,2010,BR20121110703,PI,  ,905525431,0
520051965,WO,W ,2018,WO2018RU00210,PI,RU,511279363,0
517809292,US,A ,2019,US201916391144,PI,  ,905241438,0
520068418,SG,A ,2018,SG20191107679T,PI,  ,482511756,0
520083200,PL,T ,2014,PL20140730967T,PI,  ,409335339,0
520140189,KR,A ,2019,KR20190028207,PI,  ,511158809,0
520150625,IL,A ,2019,IL20190267930,PI,  ,905192516,0
520174533,KR,A ,2018,KR20197018806,PI,  ,477376361,0
520190449,CN,A ,2018,CN201880012994,PI,  ,475325011,0
520203720,CN,A ,2019,CN201910633763,PI,  ,520203720,1
520265848,CA,A ,2018,CA20183057161,PI,  ,905225763,0
517813956,US,A ,2018,US201815895871,PI,  ,517813956,1
517813958,US,A ,2018,US201816169866,PI,  ,490713060,0
520268487,US,A ,2019,US201916448585,PI,  ,505109890,0
520275005,US,A ,2018,US201815948501,PI,  ,520275005,1
520283084,US,A ,2018,US201815947566,PI,  ,520283084,1
520283138,US,A ,2019,US201916377868,PI,  ,905302514,0
520283873,US,A ,2019,US201916450633,PI,  ,493936858,0
520283897,US,A ,2019,US201916434579,PI,  ,905221584,0
520283977,US,A ,2018,US201815962003,PI,  ,903980432,0
517836183,JP,A ,2017,JP20180543828,PI,  ,903587831,0
517849778,WO,W ,2019,WO2019US17331,PI,US,905294758,0
517854147,WO,W ,2018,WO2018CN83295,PI,CN,499279810,0
520292128,WO,W ,2019,WO2019US26317,PI,US,905302514,0
517856452,WO,W ,2019,WO2019US17556,PI,US,905304055,0
520294386,US,A ,2017,US201715600512,PI,  ,520294386,1
520294861,US,A ,2019,US201916359966,PI,  ,520294861,1
517857883,DE,A ,2018,DE20181001496,PI,  ,517857883,1
517866453,WO,W ,2019,WO2019EP72005,PI,EP,499151803,0
517885123,WO,W ,2019,WO2019US44003,PI,US,528992949,0
520318861,JP,A ,2017,JP20190502169,PI,  ,469738695,0
520321617,JP,A ,2017,JP20180567937,PI,  ,469444602,0
517938855,CN,A ,2019,CN201910306559,PI,  ,517938855,1
520515934,CN,A ,2018,CN201880011494,PI,  ,511344279,0
520584992,US,A ,2018,US201815952005,PI,  ,520584992,1
520585160,US,A ,2017,US201716309588,PI,  ,905127824,0
517948663,CN,A ,2019,CN201910411282,PI,  ,517948663,1
517990094,EP,A ,2019,EP20190192081,PI,  ,533094327,0
517992229,WO,W ,2019,WO2019RS00022,PI,RS,497783950,0
517999080,CN,A ,2019,CN201910255663,PI,  ,517999080,1
518011459,CN,A ,2019,CN201910336749,PI,  ,518011459,1
518056535,KR,A ,2018,KR20197018706,PI,  ,486425304,0
520595391,US,A ,2019,US201916249926,PI,  ,905326977,0
518105973,AU,A ,2018,AU20180214606,PI,  ,905187669,0
518110425,US,A ,2019,US201916403383,PI,  ,905239734,0
518111783,US,A ,2018,US201815902291,PI,  ,518111783,1
520606902,WO,W ,2018,WO2018US26898,PI,US,520606902,1
520607014,WO,W ,2018,WO2018US26872,PI,US,520607014,1
518117902,US,A ,2018,US201815902381,PI,  ,518117902,1
520618123,WO,W ,2019,WO2019US54313,PI,US,905364521,0
520627604,JP,A ,2017,JP20190501526,PI,  ,469739027,0
520632041,JP,A ,2017,JP20190502213,PI,  ,469738727,0
520636876,AU,A ,2018,AU20180321398,PI,  ,489397007,0
520668326,WO,W ,2019,WO2019IB58771,PI,IB,905344326,0
518119753,US,A ,2018,US201816192571,PI,  ,490709647,0
520822671,KR,A ,2018,KR20197027686,PI,  ,482511756,0
520858262,CN,A ,2017,CN201910666876,PI,  ,493675008,0
520943257,CA,A ,2018,CA20183058205,PI,  ,905213875,0
518119889,US,A ,2018,US201815903017,PI,  ,518119889,1
520957938,US,A ,2018,US201816180688,PI,  ,449427280,0
520978903,EP,A ,2014,EP20190204835,PI,  ,438141701,0
521072540,CN,A ,2016,CN201680091615,PI,  ,496049264,0
518130851,WO,W ,2019,WO2019EP72432,PI,EP,499151714,0
521229224,CN,A ,2018,CN201880016861,PI,  ,474408965,0
518149907,DE,A ,2018,DE20181001730,PI,  ,518149907,1
521272031,US,A ,2019,US201916405681,PI,  ,317747703,0
518198921,CN,A ,2019,CN201910480140,PI,  ,518198921,1
518213518,CN,A ,2019,CN201910397685,PI,  ,518213518,1
521272335,US,A ,2018,US201815967377,PI,  ,521272335,1
521272347,US,A ,2019,US201916508090,PI,  ,497559465,0
518222330,CN,A ,2019,CN201910296339,PI,  ,518222330,1
521272407,US,A ,2019,US201916396325,PI,  ,905307620,0
521272565,US,A ,2018,US201815962520,PI,  ,521272565,1
521274218,US,A ,2018,US201816160284,PI,  ,905286455,0
521336172,US,A ,2017,US201715717320,PI,  ,521336172,1
521343026,PT,T ,2017,PT20170708586T,PI,  ,451579590,0
518370670,US,A ,2018,US201815905808,PI,  ,518370670,1
521359772,CA,A ,2018,CA20183058675,PI,  ,489397007,0
521373496,EP,A ,2019,EP20190206338,PI,  ,504792731,0
521374369,EA,A ,2018,EA20180000181,PI,  ,511279363,0
518371007,US,A ,2016,US201616320395,PI,  ,491023999,0
521447220,SG,A ,2018,SG20191108886T,PI,  ,489397007,0
518373680,US,A ,2019,US201916288360,PI,  ,905305083,0
518377926,US,A ,2018,US201815908750,PI,  ,518377926,1
521447754,SG,A ,2019,SG20191108942V,PI,  ,515430471,0
521447906,SG,A ,2018,SG20191108860T,PI,  ,902877104,0
521507542,CN,A ,2018,CN201880004996,PI,  ,511344239,0
521604873,US,A ,2018,US201816179895,PI,  ,905262999,0
518379384,US,A ,2018,US201816189818,PI,  ,905289721,0
518381428,ZA,A ,2018,ZA20180004656,PI,  ,480860559,0
518383626,WO,W ,2019,WO2019US19022,PI,US,518119889,0
521605573,US,A ,2018,US201815968003,PI,  ,521605573,1
518390126,BR,A ,2012,BR20151224906,PI,  ,405244792,0
521613699,US,A ,2019,US201916384538,PI,  ,375208013,0
518413462,CN,A ,2019,CN201910412988,PI,  ,518413462,1
518421697,JP,A ,2018,JP20180024957,PI,  ,518421697,1
521614537,US,A ,2019,US201916516244,PI,  ,53570482,0
521615172,CA,A ,2019,CA20193060101,PI,  ,516444919,0
521615812,US,A ,2019,US201916516315,PI,  ,334164723,0
521617612,CA,A ,2016,CA20163017861,PI,  ,473747559,0
518424075,JP,A ,2017,JP20190503209,PI,  ,905133783,0
518431113,CN,A ,2019,CN201910466907,PI,  ,518431113,1
518431245,CN,A ,2019,CN201910466908,PI,  ,518431245,1
518433095,CN,A ,2019,CN201910480335,PI,  ,518433095,1
518439577,US,A ,2016,US201615067574,PI,  ,450298641,0
518439819,US,A ,2019,US201916287182,PI,  ,518439819,1
518439822,US,A ,2017,US201715584641,PI,  ,905143420,0
521619023,CA,A ,2018,CA20183040791,PI,  ,511344237,0
521619059,CA,A ,2018,CA20183040611,PI,  ,511344239,0
521619061,CA,A ,2018,CA20183040601,PI,  ,511344235,0
521619063,CA,A ,2018,CA20183044907,PI,  ,511344586,0
521619071,CA,A ,2018,CA20183050560,PI,  ,511344251,0
518442976,DE,A ,2018,DE201810105509,PI,  ,518442976,1
521650720,JP,A ,2017,JP20190506103,PI,  ,905158100,0
521737356,CN,A ,2019,CN201910716430,PI,  ,521737356,1
521780703,KR,A ,2018,KR20197021185,PI,  ,474555370,0
521832369,CN,A ,2017,CN201910713934,PI,  ,479736448,0
521915165,KR,A ,2018,KR20197027223,PI,  ,479736448,0
521916675,KR,A ,2018,KR20197021483,PI,  ,486191827,0
521919334,GB,A ,2018,GB20190013856,PI,  ,902877104,0
521921184,US,A ,2019,US201916409552,PI,  ,905310516,0
518514012,CN,A ,2019,CN201910272452,PI,  ,518514012,1
518514598,CN,A ,2018,CN201880006337,PI,  ,905188214,0
518515148,CN,A ,2019,CN201910379418,PI,  ,518515148,1
521925636,US,A ,2017,US201716466997,PI,  ,905157406,0
518520138,CN,A ,2019,CN201910413807,PI,  ,518520138,1
518526826,CN,A ,2019,CN201910478073,PI,  ,518526826,1
521926698,US,A ,2017,US201715735523,PI,  ,457167705,0
521927224,US,A ,2017,US201716467002,PI,  ,905157406,0
518572482,FR,A ,2019,FR1901209,PI,  ,518572482,1
521927448,US,A ,2017,US201716466978,PI,  ,905157406,0
521930449,US,A ,2019,US201916522502,PI,  ,905296784,0
521938298,US,A ,2018,US201816216819,PI,  ,905191078,0
521941635,US,A ,2018,US201816129097,PI,  ,905244348,0
521976001,WO,W ,2019,WO2019US57545,PI,US,905364307,0
521985764,JP,A ,2017,JP20190510857,PI,  ,490004162,0
522089008,EP,A ,2019,EP20190275123,PI,  ,505114433,0
522116305,BR,A ,2018,BR20191107907,PI,  ,511344239,0
522116529,BR,A ,2018,BR20191107939,PI,  ,511344617,0
522116533,BR,A ,2018,BR20191107727,PI,  ,511344235,0
522116543,BR,A ,2018,BR20191108008,PI,  ,511344245,0
522116546,BR,A ,2018,BR20191108058,PI,  ,511344237,0
522116554,BR,A ,2018,BR20191108036,PI,  ,511344279,0
522150378,CN,A ,2019,CN201910635796,PI,  ,522150378,1
522227319,US,A ,2018,US201815982329,PI,  ,522227319,1
518589572,SG,A ,2018,SG20191106901W,PI,  ,486426810,0
522230824,US,A ,2019,US201916376911,PI,  ,905329810,0
522230937,US,A ,2019,US201916526173,PI,  ,504077773,0
522232627,US,A ,2018,US201815981635,PI,  ,522232627,1
522232648,US,A ,2018,US201815984249,PI,  ,522232648,1
518653265,CN,A ,2019,CN201910422624,PI,  ,518653265,1
522239828,US,A ,2019,US201916415360,PI,  ,905306137,0
518682431,KR,A ,2017,KR20197021825,PI,  ,482197817,0
522250822,PL,A ,2019,PL20190429666,PI,  ,522250912,0
522250912,PL,A ,2018,PL20180425579,PI,  ,522250912,1
518716553,AU,A ,2018,AU20180310287,PI,  ,486434906,0
518717696,KR,A ,2018,KR20180050752,PI,  ,518717696,1
518718086,KR,A ,2018,KR20197020261,PI,  ,488923729,0
522280536,JP,A ,2017,JP20180559646,PI,  ,903593778,0
522298698,WO,W ,2019,WO2019IB53601,PI,IB,522232648,0
518719839,US,A ,2019,US201916260103,PI,  ,905256795,0
518721292,US,A ,2018,US201816105286,PI,  ,905243828,0
518721518,US,A ,2019,US201916289665,PI,  ,905306261,0
522437488,MX,A ,2017,MX20190005367,PI,  ,905181774,0
518723842,US,A ,2019,US201916291032,PI,  ,512929446,0
518724365,US,A ,2019,US201916288484,PI,  ,519556112,0
518724437,US,A ,2018,US201815909266,PI,  ,518724437,1
522438831,MX,A ,2018,MX20190004202,PI,  ,511344235,0
522438871,MX,A ,2018,MX20190004357,PI,  ,511344279,0
522438917,MX,A ,2018,MX20190004360,PI,  ,511344239,0
522452530,MX,A ,2017,MX20190003188,PI,  ,905140355,0
522454490,RU,A ,2018,RU20180117501,PI,  ,905230998,0
522524685,CN,A ,2018,CN201810474369,PI,  ,522524685,1
518742488,WO,W ,2019,WO2019IB55307,PI,IB,905316503,0
518742573,WO,W ,2019,WO2019US46500,PI,US,905348832,0
522530206,CN,A ,2015,CN201910724508,PI,  ,476746163,0
518791990,JP,A ,2019,JP20190011394,PI,  ,905310495,0
518792309,JP,A ,2018,JP20180030153,PI,  ,518792309,1
522633275,US,A ,2016,US201616348476,PI,  ,496049264,0
522633467,US,A ,2019,US201916428514,PI,  ,905308122,0
522636557,US,A ,2019,US201916535571,PI,  ,904657614,0
518802062,DE,A ,2018,DE20181002266,PI,  ,518802062,1
518802985,DE,A ,2018,DE20181002466,PI,  ,518802985,1
522637119,US,A ,2018,US201816316806,PI,  ,493291911,0
522637129,US,A ,2018,US201816348085,PI,  ,905193901,0
522637667,US,A ,2018,US201815990482,PI,  ,522637667,1
522642722,CA,A ,2019,CA20193057398,PI,  ,515430471,0
518812311,KR,A ,2018,KR20197020279,PI,  ,486294155,0
518910238,CN,A ,2019,CN201910499600,PI,  ,518910238,1
522642730,CA,A ,2019,CA20193061808,PI,  ,516444933,0
518915082,CN,A ,2019,CN201910546974,PI,  ,518915082,1
518941839,WO,W ,2018,WO2018US42844,PI,US,905289721,0
522647799,WO,W ,2019,WO2019US33933,PI,US,905308122,0
518942372,WO,W ,2019,WO2019US20009,PI,US,905305083,0
518943472,WO,W ,2019,WO2019RU00040,PI,RU,517640810,0
522654888,US,A ,2019,US201916351365,PI,  ,905364521,0
522654946,US,A ,2016,US201615274145,PI,  ,522654946,1
518945076,WO,W ,2019,WO2019US14456,PI,US,518724437,0
522679210,ES,T ,2016,ES20160174471T,PI,  ,446738499,0
522681700,TW,A ,2019,TW20198104410,PI,  ,905299841,0
518949220,KR,A ,2019,KR20190013799,PI,  ,518949220,1
518950445,KR,A ,2018,KR20197022210,PI,  ,487875966,0
518952865,KR,A ,2018,KR20197018653,PI,  ,486287816,0
518953110,KR,A ,2018,KR20197022359,PI,  ,486426810,0
522683414,TW,A ,2018,TW20187141402,PI,  ,498509342,0
522683530,TW,A ,2018,TW20187141636,PI,  ,497740575,0
522735131,ES,T ,2014,ES20140730967T,PI,  ,409335339,0
518953134,KR,A ,2018,KR20197021996,PI,  ,488927992,0
518953173,KR,A ,2018,KR20197023160,PI,  ,482199311,0
522760527,CN,A ,2019,CN201910908935,PI,  ,522760527,1
522832026,EP,A ,2019,EP20190212019,PI,  ,905358817,0
519003812,WO,W ,2019,WO2019US47980,PI,US,905325314,0
522833698,WO,W ,2019,WO2019US60907,PI,US,905382839,0
519014909,CN,A ,2019,CN201910500891,PI,  ,519014909,1
523016407,US,A ,2019,US201916540942,PI,  ,905140606,0
523018950,US,A ,2019,US201916542086,PI,  ,905040668,0
523019702,US,A ,2019,US201916432623,PI,  ,905315155,0
519016377,CN,A ,2019,CN201910519273,PI,  ,519016377,1
519016393,CN,A ,2019,CN201910519269,PI,  ,519016393,1
519016453,CN,A ,2019,CN201910519262,PI,  ,519016453,1
519018119,CN,A ,2019,CN201910436524,PI,  ,519018119,1
519019799,CN,A ,2019,CN201910460123,PI,  ,519019799,1
523019929,US,A ,2019,US201916427257,PI,  ,523255488,0
519025078,CN,A ,2019,CN201910419901,PI,  ,519025078,1
519025244,CN,A ,2019,CN201910423088,PI,  ,519025244,1
519028941,CN,A ,2018,CN201880000293,PI,  ,516101277,0
519070037,BR,A ,2018,BR20191108180,PI,  ,511344308,0
519070071,BR,A ,2018,BR20191108174,PI,  ,511344231,0
519070083,BR,A ,2018,BR20191108148,PI,  ,511344330,0
523084112,WO,W ,2019,WO2019US34728,PI,US,905337853,0
519093771,CA,A ,2018,CA20183053208,PI,  ,511344219,0
523187499,JP,A ,2019,JP20190161078,PI,  ,476746163,0
523188474,JP,A ,2018,JP20180228993,PI,  ,522654840,0
523196027,PH,A ,2019,PH20191500848,PI,  ,511344237,0
523205776,MX,A ,2018,MX20190007810,PI,  ,486423549,0
519099046,US,A ,2018,US201815915616,PI,  ,519099046,1
519101589,US,A ,2019,US201916296152,PI,  ,905311669,0
519101620,US,A ,2019,US201916421979,PI,  ,476373116,0
523251753,WO,W ,2019,WO2019US61705,PI,US,905382839,0
523255488,CN,A ,2018,CN201810542745,PI,  ,523255488,1
523327883,AU,A ,2017,AU20170416533,PI,  ,504077773,0
519103076,US,A ,2019,US201916294804,PI,  ,905296970,0
523331617,US,A ,2019,US201916547833,PI,  ,904726665,0
519105188,US,A ,2018,US201815914905,PI,  ,519105188,1
519105299,US,A ,2019,US201916296140,PI,  ,905311669,0
523338518,US,A ,2019,US201916547855,PI,  ,904726665,0
523347250,US,A ,2018,US201816057067,PI,  ,499575925,0
523348668,EP,A ,2019,EP20190020681,PI,  ,524092201,0
523348670,EP,A ,2019,EP20190020682,PI,  ,524775238,0
523483893,WO,W ,2019,WO2019US35604,PI,US,905315155,0
519115695,WO,W ,2019,WO2019IB51740,PI,IB,905298170,0
519116661,WO,W ,2019,WO2019US21438,PI,US,905311669,0
523484157,WO,W ,2018,WO2018CN95432,PI,CN,503644624,0
519120601,WO,W ,2019,WO2019US21440,PI,US,905311669,0
519120730,WO,W ,2019,WO2019CN89602,PI,CN,519120730,1
523492006,CY,T ,2018,CY20181101391T,PI,  ,457167705,0
519120742,WO,W ,2019,WO2019CN93615,PI,CN,519120742,1
523538225,CN,A ,2019,CN201910872200,PI,  ,523538225,1
523637390,MX,A ,2017,MX20190003187,PI,  ,905156382,0
523638812,MX,A ,2018,MX20190009976,PI,  ,482511756,0
523673808,CN,A ,2018,CN201810495252,PI,  ,523673808,1
523680976,CN,A ,2018,CN201880029309,PI,  ,502536579,0
